"","QTN=0.3","QTN=0.2","QTN=0.1","QTN=0.05","QTN=0.02","QTN=0.01","QTN=0"
"0",0,0,0,0,0,0,0
"0.01",0.0088255261371351,0.010183299389002,0.010183299389002,0.0122199592668024,0.0135777325186694,0.0196877121520706,0.03326544467074
"0.05",0.0488798370672098,0.0515953835709437,0.054989816700611,0.0577053632043449,0.0746775288526816,0.101154107264087,0.13102511880516
"0.1",0.0991174473862865,0.103869653767821,0.106585200271555,0.11541072640869,0.130346232179226,0.170400543109301,0.219280380176511
"0.2",0.198913781398506,0.205702647657841,0.209775967413442,0.227427019687712,0.24847250509165,0.323150033944331,0.412763068567549
"0.3",0.298710115410726,0.302104548540394,0.312287847929396,0.338764426340801,0.384249830278344,0.48540393754243,0.572301425661914
"0.4",0.39918533604888,0.410726408689749,0.417515274949084,0.45213849287169,0.495587236931432,0.58520027155465,0.704684317718941
"0.5",0.4989816700611,0.510522742701969,0.51459606245757,0.545145960624576,0.592668024439919,0.707399864222675,0.834351663272234
"0.6",0.59877800407332,0.610997963340122,0.624575695858792,0.652410047522064,0.711473183978276,0.839103869653768,0.945689069925322
"0.7",0.699253224711473,0.706720977596741,0.717583163611677,0.752206381534284,0.813306177868296,0.932111337406653,1
"0.8",0.799049558723693,0.811948404616429,0.826883910386965,0.860149355057705,0.916496945010183,1,1
"0.9",0.898845892735913,0.908350305498982,0.923285811269518,0.95112016293279,1,1,1
"1",0.999321113374066,1,1,1,1,1,1
