"","QTN=0.3","QTN=0.2","QTN=0.1","QTN=0.05","QTN=0.02","QTN=0.01","QTN=0"
"0",0,0,0,0,0,0,0
"0.01",0.00943396226415094,0.0108853410740203,0.0108853410740203,0.0134252539912917,0.0156023222060958,0.0228592162554427,0.0286647314949202
"0.05",0.0493468795355588,0.0511611030478955,0.0533381712626996,0.056966618287373,0.0638606676342525,0.0859941944847605,0.117561683599419
"0.1",0.0994194484760522,0.102685050798258,0.104862119013062,0.113207547169811,0.130624092888244,0.170174165457184,0.212264150943396
"0.2",0.199564586357039,0.204281567489115,0.210087082728592,0.222786647314949,0.248911465892598,0.302249637155298,0.361756168359942
"0.3",0.299346879535559,0.306603773584906,0.312772133526851,0.33055152394775,0.36066763425254,0.432148040638607,0.506531204644412
"0.4",0.399492017416546,0.409288824383164,0.413642960812772,0.433236574746009,0.472423802612482,0.542452830188679,0.635703918722787
"0.5",0.499637155297533,0.50544267053701,0.512699564586357,0.5355587808418,0.573294629898404,0.672351233671988,0.759433962264151
"0.6",0.599419448476052,0.608853410740203,0.621915820029028,0.646589259796807,0.695936139332366,0.783381712626996,0.875907111756168
"0.7",0.699564586357039,0.708635703918723,0.716255442670537,0.742380261248186,0.788461538461538,0.880624092888244,0.97133526850508
"0.8",0.799346879535559,0.808055152394775,0.817851959361393,0.846153846153846,0.89622641509434,0.98367198838897,1
"0.9",0.899492017416546,0.908563134978229,0.915820029027576,0.94121915820029,0.987300435413643,1,1
"1",0.999637155297533,1,1,1,1,1,1
