"","QTN=0.3","QTN=0.2","QTN=0.1","QTN=0.05","QTN=0.02","QTN=0.01","QTN=0"
"0",0,0,0,0,0,0,0
"0.01",0.00919681177191907,0.00980993255671367,0.00980993255671367,0.0116492949110975,0.0134886572654813,0.0239117106069896,0.0337216431637032
"0.05",0.0490496627835684,0.0515021459227468,0.0539546290619252,0.0594727161250766,0.0729613733905579,0.108522378908645,0.150827713059473
"0.1",0.0993255671367259,0.105456774984672,0.10913549969344,0.121397915389332,0.141630901287554,0.190067443286327,0.248313917841815
"0.2",0.199264255058246,0.206008583690987,0.210300429184549,0.229920294297977,0.259963212752912,0.335377069282649,0.414469650521153
"0.3",0.299202942979767,0.307786633966891,0.314530962599632,0.343960760269773,0.377069282648682,0.467811158798283,0.56591048436542
"0.4",0.399141630901288,0.409564684242796,0.418761496014715,0.448191293684856,0.490496627835684,0.590435315757204,0.694052728387492
"0.5",0.499080318822808,0.508890251379522,0.516247700797057,0.546290619251993,0.597792765174739,0.702023298589822,0.81361128142244
"0.6",0.599019006744329,0.607602697731453,0.618025751072961,0.649294911097486,0.703862660944206,0.816063764561619,0.941140404659718
"0.7",0.698957694665849,0.711833231146536,0.72164316370325,0.752912323727774,0.809319435928878,0.936235438381361,1
"0.8",0.79889638258737,0.80564071122011,0.816676885346413,0.8522378908645,0.917841814837523,1,1
"0.9",0.89883507050889,0.916002452483139,0.925812385039853,0.965052115266708,1,1,1
"1",0.999386879215205,1,1,1,1,1,1
